,yl,xl,method
0,105780,10.0,Supervisory+RL
1,97520,10.0,Supervisory+RL
2,126840,10.0,Supervisory+RL
3,78680,10.0,Supervisory+RL
4,56740,10.0,Supervisory+RL
5,35810,10.0,Supervisory+RL
6,178520,10.0,Supervisory+RL
7,107520,10.0,Supervisory+RL
8,87530,10.0,Supervisory+RL
9,57750,10.0,Supervisory+RL
10,24110,10.0,Supervisory+RL
11,-15910,10.0,Supervisory+RL
12,-5060,10.0,Supervisory+RL
13,16740,10.0,Supervisory+RL
14,75860,10.0,Supervisory+RL
15,47620,10.0,Supervisory+RL
16,65830,10.0,Supervisory+RL
17,-63920,10.0,Supervisory+RL
18,85750,10.0,Supervisory+RL
19,6880,10.0,Supervisory+RL
20,197770,10.0,Supervisory+RL
21,136730,10.0,Supervisory+RL
22,75080,10.0,Supervisory+RL
23,145830,10.0,Supervisory+RL
24,117700,10.0,Supervisory+RL
25,198490,10.0,Supervisory+RL
26,46680,10.0,Supervisory+RL
27,77660,10.0,Supervisory+RL
28,55820,10.0,Supervisory+RL
29,146600,10.0,Supervisory+RL
30,126740,10.0,Supervisory+RL
31,55890,10.0,Supervisory+RL
32,86710,10.0,Supervisory+RL
33,56740,10.0,Supervisory+RL
34,117670,10.0,Supervisory+RL
35,105960,10.0,Supervisory+RL
36,6780,10.0,Supervisory+RL
37,166800,10.0,Supervisory+RL
38,96720,10.0,Supervisory+RL
39,126770,10.0,Supervisory+RL
40,46850,10.0,Supervisory+RL
41,104170,10.0,Supervisory+RL
42,127560,10.0,Supervisory+RL
43,17700,10.0,Supervisory+RL
44,65940,10.0,Supervisory+RL
45,86740,10.0,Supervisory+RL
46,77620,10.0,Supervisory+RL
47,46790,10.0,Supervisory+RL
48,126750,10.0,Supervisory+RL
49,35780,10.0,Supervisory+RL
50,-4960,20.0,Supervisory+RL
51,46790,20.0,Supervisory+RL
52,86720,20.0,Supervisory+RL
53,107720,20.0,Supervisory+RL
54,35840,20.0,Supervisory+RL
55,228480,20.0,Supervisory+RL
56,48660,20.0,Supervisory+RL
57,158450,20.0,Supervisory+RL
58,136730,20.0,Supervisory+RL
59,85870,20.0,Supervisory+RL
60,86780,20.0,Supervisory+RL
61,-52240,20.0,Supervisory+RL
62,56730,20.0,Supervisory+RL
63,127670,20.0,Supervisory+RL
64,126700,20.0,Supervisory+RL
65,38730,20.0,Supervisory+RL
66,35820,20.0,Supervisory+RL
67,54910,20.0,Supervisory+RL
68,5910,20.0,Supervisory+RL
69,-2290,20.0,Supervisory+RL
70,-33250,20.0,Supervisory+RL
71,157650,20.0,Supervisory+RL
72,34970,20.0,Supervisory+RL
73,128380,20.0,Supervisory+RL
74,65840,20.0,Supervisory+RL
75,58510,20.0,Supervisory+RL
76,46820,20.0,Supervisory+RL
77,58620,20.0,Supervisory+RL
78,27750,20.0,Supervisory+RL
79,115900,20.0,Supervisory+RL
80,57600,20.0,Supervisory+RL
81,48580,20.0,Supervisory+RL
82,67800,20.0,Supervisory+RL
83,-14080,20.0,Supervisory+RL
84,-3220,20.0,Supervisory+RL
85,47830,20.0,Supervisory+RL
86,167450,20.0,Supervisory+RL
87,88690,20.0,Supervisory+RL
88,148500,20.0,Supervisory+RL
89,127580,20.0,Supervisory+RL
90,-5050,20.0,Supervisory+RL
91,115810,20.0,Supervisory+RL
92,16800,20.0,Supervisory+RL
93,24030,20.0,Supervisory+RL
94,-102300,20.0,Supervisory+RL
95,25970,20.0,Supervisory+RL
96,84900,20.0,Supervisory+RL
97,-83200,20.0,Supervisory+RL
98,45020,20.0,Supervisory+RL
99,107610,20.0,Supervisory+RL
100,-32250,30.000000000000004,Supervisory+RL
101,86860,30.000000000000004,Supervisory+RL
102,66780,30.000000000000004,Supervisory+RL
103,155750,30.000000000000004,Supervisory+RL
104,136810,30.000000000000004,Supervisory+RL
105,-3180,30.000000000000004,Supervisory+RL
106,-63990,30.000000000000004,Supervisory+RL
107,86830,30.000000000000004,Supervisory+RL
108,15830,30.000000000000004,Supervisory+RL
109,117680,30.000000000000004,Supervisory+RL
110,176740,30.000000000000004,Supervisory+RL
111,124920,30.000000000000004,Supervisory+RL
112,75830,30.000000000000004,Supervisory+RL
113,186480,30.000000000000004,Supervisory+RL
114,75820,30.000000000000004,Supervisory+RL
115,127630,30.000000000000004,Supervisory+RL
116,35880,30.000000000000004,Supervisory+RL
117,27710,30.000000000000004,Supervisory+RL
118,27640,30.000000000000004,Supervisory+RL
119,96810,30.000000000000004,Supervisory+RL
120,96770,30.000000000000004,Supervisory+RL
121,77620,30.000000000000004,Supervisory+RL
122,47680,30.000000000000004,Supervisory+RL
123,85850,30.000000000000004,Supervisory+RL
124,126890,30.000000000000004,Supervisory+RL
125,8600,30.000000000000004,Supervisory+RL
126,96830,30.000000000000004,Supervisory+RL
127,77610,30.000000000000004,Supervisory+RL
128,85100,30.000000000000004,Supervisory+RL
129,177530,30.000000000000004,Supervisory+RL
130,94890,30.000000000000004,Supervisory+RL
131,136800,30.000000000000004,Supervisory+RL
132,86880,30.000000000000004,Supervisory+RL
133,96750,30.000000000000004,Supervisory+RL
134,-32250,30.000000000000004,Supervisory+RL
135,25930,30.000000000000004,Supervisory+RL
136,-13140,30.000000000000004,Supervisory+RL
137,5090,30.000000000000004,Supervisory+RL
138,-61420,30.000000000000004,Supervisory+RL
139,58450,30.000000000000004,Supervisory+RL
140,57630,30.000000000000004,Supervisory+RL
141,175730,30.000000000000004,Supervisory+RL
142,56790,30.000000000000004,Supervisory+RL
143,107770,30.000000000000004,Supervisory+RL
144,75910,30.000000000000004,Supervisory+RL
145,107630,30.000000000000004,Supervisory+RL
146,136650,30.000000000000004,Supervisory+RL
147,117730,30.000000000000004,Supervisory+RL
148,58440,30.000000000000004,Supervisory+RL
149,-64110,30.000000000000004,Supervisory+RL
150,58600,40.0,Supervisory+RL
151,77620,40.0,Supervisory+RL
152,104110,40.0,Supervisory+RL
153,38500,40.0,Supervisory+RL
154,107790,40.0,Supervisory+RL
155,105900,40.0,Supervisory+RL
156,136620,40.0,Supervisory+RL
157,118600,40.0,Supervisory+RL
158,86760,40.0,Supervisory+RL
159,35830,40.0,Supervisory+RL
160,105770,40.0,Supervisory+RL
161,6930,40.0,Supervisory+RL
162,187640,40.0,Supervisory+RL
163,37660,40.0,Supervisory+RL
164,145910,40.0,Supervisory+RL
165,66710,40.0,Supervisory+RL
166,46850,40.0,Supervisory+RL
167,78530,40.0,Supervisory+RL
168,96740,40.0,Supervisory+RL
169,24130,40.0,Supervisory+RL
170,37750,40.0,Supervisory+RL
171,37670,40.0,Supervisory+RL
172,117690,40.0,Supervisory+RL
173,15950,40.0,Supervisory+RL
174,117670,40.0,Supervisory+RL
175,36790,40.0,Supervisory+RL
176,88570,40.0,Supervisory+RL
177,28470,40.0,Supervisory+RL
178,35840,40.0,Supervisory+RL
179,-12250,40.0,Supervisory+RL
180,98660,40.0,Supervisory+RL
181,108620,40.0,Supervisory+RL
182,127700,40.0,Supervisory+RL
183,27660,40.0,Supervisory+RL
184,-73250,40.0,Supervisory+RL
185,44960,40.0,Supervisory+RL
186,-24070,40.0,Supervisory+RL
187,-54140,40.0,Supervisory+RL
188,25830,40.0,Supervisory+RL
189,48550,40.0,Supervisory+RL
190,48620,40.0,Supervisory+RL
191,176730,40.0,Supervisory+RL
192,64040,40.0,Supervisory+RL
193,45020,40.0,Supervisory+RL
194,-33990,40.0,Supervisory+RL
195,96760,40.0,Supervisory+RL
196,98720,40.0,Supervisory+RL
197,46840,40.0,Supervisory+RL
198,117590,40.0,Supervisory+RL
199,35810,40.0,Supervisory+RL
200,58610,50.0,Supervisory+RL
201,167580,50.0,Supervisory+RL
202,93110,50.0,Supervisory+RL
203,7710,50.0,Supervisory+RL
204,16910,50.0,Supervisory+RL
205,18570,50.0,Supervisory+RL
206,5060,50.0,Supervisory+RL
207,55980,50.0,Supervisory+RL
208,138550,50.0,Supervisory+RL
209,85060,50.0,Supervisory+RL
210,57700,50.0,Supervisory+RL
211,-2240,50.0,Supervisory+RL
212,167540,50.0,Supervisory+RL
213,55740,50.0,Supervisory+RL
214,36920,50.0,Supervisory+RL
215,-14930,50.0,Supervisory+RL
216,24050,50.0,Supervisory+RL
217,57570,50.0,Supervisory+RL
218,85060,50.0,Supervisory+RL
219,-41240,50.0,Supervisory+RL
