,yl,xl,method
0,68710,10.0,Supervisory+RL
1,187660,10.0,Supervisory+RL
2,15840,10.0,Supervisory+RL
3,98540,10.0,Supervisory+RL
4,105910,10.0,Supervisory+RL
5,117610,10.0,Supervisory+RL
6,65900,10.0,Supervisory+RL
7,116850,10.0,Supervisory+RL
8,136720,10.0,Supervisory+RL
9,155850,10.0,Supervisory+RL
10,126690,10.0,Supervisory+RL
11,-24140,10.0,Supervisory+RL
12,197630,10.0,Supervisory+RL
13,96690,10.0,Supervisory+RL
14,186610,10.0,Supervisory+RL
15,24010,10.0,Supervisory+RL
16,6750,10.0,Supervisory+RL
17,125020,10.0,Supervisory+RL
18,158500,10.0,Supervisory+RL
19,77600,10.0,Supervisory+RL
20,84900,10.0,Supervisory+RL
21,6870,10.0,Supervisory+RL
22,126730,10.0,Supervisory+RL
23,104030,10.0,Supervisory+RL
24,-6830,10.0,Supervisory+RL
25,96740,10.0,Supervisory+RL
26,66660,10.0,Supervisory+RL
27,35060,10.0,Supervisory+RL
28,107730,10.0,Supervisory+RL
29,16720,10.0,Supervisory+RL
30,117650,10.0,Supervisory+RL
31,77600,10.0,Supervisory+RL
32,75120,10.0,Supervisory+RL
33,25850,10.0,Supervisory+RL
34,197580,10.0,Supervisory+RL
35,88640,10.0,Supervisory+RL
36,116840,10.0,Supervisory+RL
37,136690,10.0,Supervisory+RL
38,64050,10.0,Supervisory+RL
39,27690,10.0,Supervisory+RL
40,126680,10.0,Supervisory+RL
41,17720,10.0,Supervisory+RL
42,26720,10.0,Supervisory+RL
43,47480,10.0,Supervisory+RL
44,197600,10.0,Supervisory+RL
45,37710,10.0,Supervisory+RL
46,-81190,10.0,Supervisory+RL
47,77610,10.0,Supervisory+RL
48,7570,10.0,Supervisory+RL
49,14170,10.0,Supervisory+RL
50,93990,20.0,Supervisory+RL
51,176750,20.0,Supervisory+RL
52,27680,20.0,Supervisory+RL
53,54940,20.0,Supervisory+RL
54,6840,20.0,Supervisory+RL
55,197570,20.0,Supervisory+RL
56,27740,20.0,Supervisory+RL
57,77660,20.0,Supervisory+RL
58,188390,20.0,Supervisory+RL
59,36690,20.0,Supervisory+RL
60,34970,20.0,Supervisory+RL
61,46660,20.0,Supervisory+RL
62,148490,20.0,Supervisory+RL
63,45050,20.0,Supervisory+RL
64,74980,20.0,Supervisory+RL
65,16780,20.0,Supervisory+RL
66,127620,20.0,Supervisory+RL
67,136620,20.0,Supervisory+RL
68,117670,20.0,Supervisory+RL
69,136640,20.0,Supervisory+RL
70,86860,20.0,Supervisory+RL
71,-25930,20.0,Supervisory+RL
72,86700,20.0,Supervisory+RL
73,116740,20.0,Supervisory+RL
74,67760,20.0,Supervisory+RL
75,67690,20.0,Supervisory+RL
76,76910,20.0,Supervisory+RL
77,16690,20.0,Supervisory+RL
78,107620,20.0,Supervisory+RL
79,56790,20.0,Supervisory+RL
80,136730,20.0,Supervisory+RL
81,116830,20.0,Supervisory+RL
82,155820,20.0,Supervisory+RL
83,27840,20.0,Supervisory+RL
84,157680,20.0,Supervisory+RL
85,-4900,20.0,Supervisory+RL
86,136810,20.0,Supervisory+RL
87,67750,20.0,Supervisory+RL
88,-1500,20.0,Supervisory+RL
89,128560,20.0,Supervisory+RL
90,-141360,20.0,Supervisory+RL
91,35840,20.0,Supervisory+RL
92,6840,20.0,Supervisory+RL
93,-55020,20.0,Supervisory+RL
94,-64200,20.0,Supervisory+RL
95,187680,20.0,Supervisory+RL
96,96820,20.0,Supervisory+RL
97,88660,20.0,Supervisory+RL
98,96720,20.0,Supervisory+RL
99,6810,20.0,Supervisory+RL
100,-21540,30.000000000000004,Supervisory+RL
101,-24250,30.000000000000004,Supervisory+RL
102,58560,30.000000000000004,Supervisory+RL
103,66740,30.000000000000004,Supervisory+RL
104,-13180,30.000000000000004,Supervisory+RL
105,168490,30.000000000000004,Supervisory+RL
106,127540,30.000000000000004,Supervisory+RL
107,77470,30.000000000000004,Supervisory+RL
108,96700,30.000000000000004,Supervisory+RL
109,55890,30.000000000000004,Supervisory+RL
110,68420,30.000000000000004,Supervisory+RL
111,106610,30.000000000000004,Supervisory+RL
112,158490,30.000000000000004,Supervisory+RL
113,108490,30.000000000000004,Supervisory+RL
114,37620,30.000000000000004,Supervisory+RL
115,83880,30.000000000000004,Supervisory+RL
116,76770,30.000000000000004,Supervisory+RL
117,-43320,30.000000000000004,Supervisory+RL
118,115890,30.000000000000004,Supervisory+RL
119,76850,30.000000000000004,Supervisory+RL
120,167570,30.000000000000004,Supervisory+RL
121,-72310,30.000000000000004,Supervisory+RL
122,46680,30.000000000000004,Supervisory+RL
123,27620,30.000000000000004,Supervisory+RL
124,-64210,30.000000000000004,Supervisory+RL
125,57770,30.000000000000004,Supervisory+RL
126,65910,30.000000000000004,Supervisory+RL
127,44960,30.000000000000004,Supervisory+RL
128,-62330,30.000000000000004,Supervisory+RL
129,106620,30.000000000000004,Supervisory+RL
130,106590,30.000000000000004,Supervisory+RL
131,34850,30.000000000000004,Supervisory+RL
132,98540,30.000000000000004,Supervisory+RL
133,137710,30.000000000000004,Supervisory+RL
134,-3310,30.000000000000004,Supervisory+RL
135,96620,30.000000000000004,Supervisory+RL
136,67620,30.000000000000004,Supervisory+RL
137,146640,30.000000000000004,Supervisory+RL
138,127630,30.000000000000004,Supervisory+RL
139,34900,30.000000000000004,Supervisory+RL
140,75950,30.000000000000004,Supervisory+RL
141,86770,30.000000000000004,Supervisory+RL
142,47580,30.000000000000004,Supervisory+RL
143,115750,30.000000000000004,Supervisory+RL
144,17590,30.000000000000004,Supervisory+RL
145,155770,30.000000000000004,Supervisory+RL
146,145820,30.000000000000004,Supervisory+RL
147,26930,30.000000000000004,Supervisory+RL
148,98540,30.000000000000004,Supervisory+RL
149,177440,30.000000000000004,Supervisory+RL
150,136690,40.0,Supervisory+RL
151,125830,40.0,Supervisory+RL
152,117710,40.0,Supervisory+RL
153,56820,40.0,Supervisory+RL
154,98540,40.0,Supervisory+RL
155,-3130,40.0,Supervisory+RL
156,-31340,40.0,Supervisory+RL
157,136900,40.0,Supervisory+RL
158,5790,40.0,Supervisory+RL
159,7680,40.0,Supervisory+RL
160,115930,40.0,Supervisory+RL
161,77560,40.0,Supervisory+RL
162,48700,40.0,Supervisory+RL
163,86810,40.0,Supervisory+RL
164,117650,40.0,Supervisory+RL
165,75780,40.0,Supervisory+RL
166,157530,40.0,Supervisory+RL
167,37670,40.0,Supervisory+RL
168,86730,40.0,Supervisory+RL
169,15970,40.0,Supervisory+RL
170,188420,40.0,Supervisory+RL
171,108440,40.0,Supervisory+RL
172,8690,40.0,Supervisory+RL
173,117630,40.0,Supervisory+RL
174,117740,40.0,Supervisory+RL
175,93980,40.0,Supervisory+RL
176,37740,40.0,Supervisory+RL
177,137540,40.0,Supervisory+RL
178,-31580,40.0,Supervisory+RL
179,-53280,40.0,Supervisory+RL
180,88500,40.0,Supervisory+RL
181,-21430,40.0,Supervisory+RL
182,-52380,40.0,Supervisory+RL
183,-14030,40.0,Supervisory+RL
184,136740,40.0,Supervisory+RL
185,106710,40.0,Supervisory+RL
186,36820,40.0,Supervisory+RL
187,-105790,40.0,Supervisory+RL
188,75850,40.0,Supervisory+RL
189,95850,40.0,Supervisory+RL
190,16690,40.0,Supervisory+RL
191,44960,40.0,Supervisory+RL
192,-1390,40.0,Supervisory+RL
193,176770,40.0,Supervisory+RL
194,117610,40.0,Supervisory+RL
195,37680,40.0,Supervisory+RL
196,67680,40.0,Supervisory+RL
197,167580,40.0,Supervisory+RL
198,-23990,40.0,Supervisory+RL
199,-14010,40.0,Supervisory+RL
200,38540,50.0,Supervisory+RL
201,-63210,50.0,Supervisory+RL
202,57820,50.0,Supervisory+RL
203,57670,50.0,Supervisory+RL
204,97750,50.0,Supervisory+RL
205,105860,50.0,Supervisory+RL
206,58440,50.0,Supervisory+RL
207,116760,50.0,Supervisory+RL
208,-54990,50.0,Supervisory+RL
209,128550,50.0,Supervisory+RL
210,48550,50.0,Supervisory+RL
211,167670,50.0,Supervisory+RL
212,88520,50.0,Supervisory+RL
213,98540,50.0,Supervisory+RL
214,-43100,50.0,Supervisory+RL
215,157700,50.0,Supervisory+RL
216,58610,50.0,Supervisory+RL
217,75040,50.0,Supervisory+RL
218,115950,50.0,Supervisory+RL
219,94940,50.0,Supervisory+RL
220,136740,50.0,Supervisory+RL
221,96650,50.0,Supervisory+RL
222,-41390,50.0,Supervisory+RL
223,-41340,50.0,Supervisory+RL
224,117710,50.0,Supervisory+RL
225,56750,50.0,Supervisory+RL
226,17690,50.0,Supervisory+RL
227,-13190,50.0,Supervisory+RL
228,107590,50.0,Supervisory+RL
229,-74120,50.0,Supervisory+RL
230,-11400,50.0,Supervisory+RL
231,8650,50.0,Supervisory+RL
232,68640,50.0,Supervisory+RL
233,76650,50.0,Supervisory+RL
234,54910,50.0,Supervisory+RL
235,-3250,50.0,Supervisory+RL
236,116810,50.0,Supervisory+RL
237,75800,50.0,Supervisory+RL
238,-12180,50.0,Supervisory+RL
239,27810,50.0,Supervisory+RL
240,75930,50.0,Supervisory+RL
241,27570,50.0,Supervisory+RL
242,107760,50.0,Supervisory+RL
243,5050,50.0,Supervisory+RL
244,-91380,50.0,Supervisory+RL
245,-1350,50.0,Supervisory+RL
246,155730,50.0,Supervisory+RL
247,25870,50.0,Supervisory+RL
248,36950,50.0,Supervisory+RL
249,27600,50.0,Supervisory+RL
250,15940,60.0,Supervisory+RL
251,36680,60.0,Supervisory+RL
252,57570,60.0,Supervisory+RL
253,107670,60.0,Supervisory+RL
254,-35880,60.0,Supervisory+RL
255,57630,60.0,Supervisory+RL
256,-24970,60.0,Supervisory+RL
257,17600,60.0,Supervisory+RL
258,115960,60.0,Supervisory+RL
259,97690,60.0,Supervisory+RL
260,75910,60.0,Supervisory+RL
261,65810,60.0,Supervisory+RL
262,178460,60.0,Supervisory+RL
263,-43220,60.0,Supervisory+RL
264,24050,60.0,Supervisory+RL
265,47570,60.0,Supervisory+RL
266,88550,60.0,Supervisory+RL
267,125740,60.0,Supervisory+RL
268,43150,60.0,Supervisory+RL
269,-41380,60.0,Supervisory+RL
270,105800,60.0,Supervisory+RL
271,27650,60.0,Supervisory+RL
272,136760,60.0,Supervisory+RL
273,115790,60.0,Supervisory+RL
274,55970,60.0,Supervisory+RL
275,16780,60.0,Supervisory+RL
276,-51510,60.0,Supervisory+RL
277,127650,60.0,Supervisory+RL
278,88560,60.0,Supervisory+RL
279,14030,60.0,Supervisory+RL
280,36800,60.0,Supervisory+RL
281,157620,60.0,Supervisory+RL
